Backend,Driver,Format,RW,BS,IODepth,Numjobs,Round,BW(MiB/s),IOPS,LAT(ms),Util(%)
nvme-ssd,IDE,xfs,rw,4k,1,16,1,24.1904,6192,5.1624,99.8766
nvme-ssd,SCSI,raw,rw,4k,1,16,1,138.5332,35463,0.8989,99.9049
nvme-ssd,SCSI,xfs,rw,4k,1,16,1,88.8838,22753,1.4024,99.8866
nvme-ssd,IDE,raw,rw,4k,8,16,1,66.0293,16903,15.1385,99.8949
nvme-ssd,IDE,xfs,rw,4k,8,16,1,55.5781,14227,17.9809,99.8999
nvme-ssd,SCSI,raw,rw,4k,8,16,1,125.1729,32043,7.9861,99.9383
nvme-ssd,SCSI,xfs,rw,4k,8,16,1,77.1553,19751,12.9564,99.8716
nvme-ssd,IDE,raw,rw,4k,64,16,1,141.6123,36252,56.4693,99.9499
nvme-ssd,IDE,xfs,rw,4k,64,16,1,122.8018,31437,65.1048,99.8982
nvme-ssd,SCSI,raw,rw,4k,64,16,1,147.2969,37707,54.2844,99.9850
nvme-ssd,SCSI,xfs,rw,4k,64,16,1,90.5156,23172,88.3276,99.8916
nvme-ssd,IDE,raw,rw,16k,1,16,1,81.9414,5243,6.0981,99.9133
nvme-ssd,IDE,xfs,rw,16k,1,16,1,71.8398,4597,6.9542,99.8666
nvme-ssd,SCSI,raw,rw,16k,1,16,1,266.3330,17045,1.8739,99.9033
nvme-ssd,SCSI,xfs,rw,16k,1,16,1,272.5459,17442,1.8308,99.8783
nvme-ssd,IDE,raw,rw,4k,1,16,2,28.1396,7203,4.4386,99.8949
nvme-ssd,IDE,raw,rw,16k,8,16,1,163.9355,10491,24.3951,99.9249
nvme-ssd,IDE,xfs,rw,16k,8,16,1,144.7109,9260,27.6293,99.9132
nvme-ssd,SCSI,raw,rw,16k,8,16,1,366.8047,23474,10.9016,99.9466
nvme-ssd,SCSI,xfs,rw,16k,8,16,1,322.3467,20629,12.4048,99.9099
nvme-ssd,IDE,raw,rw,16k,64,16,1,222.5840,14244,143.6863,99.9183
nvme-ssd,IDE,xfs,rw,16k,64,16,1,185.9395,11899,171.8823,99.8749
nvme-ssd,SCSI,raw,rw,16k,64,16,1,339.6006,21733,94.0979,99.9583
nvme-ssd,SCSI,xfs,rw,16k,64,16,1,297.2510,19023,107.5084,99.9099
nvme-ssd,IDE,raw,rw,64k,1,16,1,175.8994,2814,11.3664,99.9016
nvme-ssd,IDE,xfs,rw,64k,1,16,1,153.9170,2462,12.9885,99.8816
nvme-ssd,SCSI,raw,rw,64k,1,16,1,452.6631,7242,4.4150,99.8899
nvme-ssd,SCSI,xfs,rw,64k,1,16,1,609.3984,9749,3.2783,99.8783
nvme-ssd,IDE,raw,rw,64k,8,16,1,266.5000,4263,60.0137,99.8816
nvme-ssd,IDE,xfs,rw,64k,8,16,1,223.9062,3582,71.4306,99.8616
nvme-ssd,SCSI,raw,rw,64k,8,16,1,450.3838,7206,35.4620,100.0000
nvme-ssd,SCSI,xfs,rw,64k,8,16,1,598.6357,9577,26.6543,99.9601
nvme-ssd,IDE,raw,rw,64k,64,16,1,278.7598,4459,458.0401,99.9283
nvme-ssd,IDE,xfs,rw,64k,64,16,1,208.4014,3333,612.0656,99.8982
nvme-ssd,SCSI,raw,rw,64k,64,16,1,564.6025,9033,226.1645,99.9683
nvme-ssd,SCSI,xfs,rw,64k,64,16,1,626.1436,10017,204.0194,99.9399
nvme-ssd,IDE,raw,rw,256k,1,16,1,302.1816,1208,26.4689,99.9016
nvme-ssd,IDE,xfs,rw,256k,1,16,1,238.0312,951,33.6011,99.8966
nvme-ssd,SCSI,raw,rw,256k,1,16,1,449.8955,1799,17.7797,99.8949
nvme-ssd,SCSI,xfs,rw,256k,1,16,1,335.4541,1341,23.8430,99.8633
nvme-ssd,IDE,raw,rw,256k,8,16,1,330.8379,1323,193.3286,99.8866
nvme-ssd,IDE,xfs,rw,256k,8,16,1,227.6436,910,280.8982,99.8916
nvme-ssd,SCSI,raw,rw,256k,8,16,1,446.5303,1786,143.2675,99.9249
nvme-ssd,SCSI,xfs,rw,256k,8,16,1,329.3408,1316,194.1557,99.8683
nvme-ssd,IDE,raw,rw,256k,64,16,1,333.4658,1333,1515.3656,99.8766
nvme-ssd,IDE,xfs,rw,256k,64,16,1,245.5957,981,2051.1978,99.8466
nvme-ssd,SCSI,raw,rw,256k,64,16,1,429.5527,1717,1183.3938,99.9501
nvme-ssd,SCSI,xfs,rw,256k,64,16,1,345.3496,1381,1473.3279,99.8655
nvme-ssd,IDE,raw,randrw,4k,1,16,1,15.8652,4061,7.8733,99.9133
nvme-ssd,IDE,xfs,randrw,4k,1,16,1,14.0752,3603,8.8741,99.8883
nvme-ssd,SCSI,raw,randrw,4k,1,16,1,21.3164,5457,5.8560,99.9199
nvme-ssd,SCSI,xfs,randrw,4k,1,16,1,20.3447,5208,6.1298,99.9166
nvme-ssd,IDE,raw,randrw,4k,8,16,1,16.0645,4112,62.2212,99.9266
nvme-ssd,IDE,xfs,randrw,4k,8,16,1,14.1172,3614,70.8030,99.8899
nvme-ssd,SCSI,raw,randrw,4k,8,16,1,20.8320,5332,47.9056,100.0000
nvme-ssd,SCSI,xfs,randrw,4k,8,16,1,20.2285,5178,49.2040,99.9437
nvme-ssd,IDE,raw,randrw,4k,64,16,1,16.1660,4137,493.7696,99.9266
nvme-ssd,IDE,xfs,randrw,4k,64,16,1,14.3359,3669,556.8059,99.9249
nvme-ssd,SCSI,raw,randrw,4k,64,16,1,18.0225,4613,442.8043,100.0000
nvme-ssd,SCSI,xfs,randrw,4k,64,16,1,18.4922,4733,430.8281,99.9668
nvme-ssd,IDE,raw,randrw,16k,1,16,1,46.4658,2973,10.7552,99.9249
nvme-ssd,IDE,xfs,randrw,16k,1,16,1,41.7393,2671,11.9749,99.9032
nvme-ssd,SCSI,raw,randrw,16k,1,16,1,56.3467,3605,8.8515,99.9283
nvme-ssd,SCSI,xfs,randrw,16k,1,16,1,56.0527,3587,8.9062,99.9133
nvme-ssd,IDE,raw,randrw,16k,8,16,1,46.5176,2976,85.9466,99.8949
nvme-ssd,IDE,xfs,randrw,16k,8,16,1,41.5322,2657,96.2541,99.8766
nvme-ssd,SCSI,raw,randrw,16k,8,16,1,53.4082,3417,74.7109,100.0000
nvme-ssd,SCSI,xfs,randrw,16k,8,16,1,53.5469,3426,74.5357,99.9551
nvme-ssd,IDE,raw,randrw,16k,64,16,1,45.6680,2921,698.8450,99.9066
nvme-ssd,IDE,xfs,randrw,16k,64,16,1,42.2051,2700,755.8725,99.9199
nvme-ssd,SCSI,raw,randrw,16k,64,16,1,49.6768,3179,640.8800,100.0000
nvme-ssd,SCSI,xfs,randrw,16k,64,16,1,49.7529,3184,639.9481,99.9634
nvme-ssd,IDE,raw,randrw,64k,1,16,1,107.3809,1717,18.6040,99.9249
nvme-ssd,IDE,xfs,randrw,64k,1,16,1,102.1367,1633,19.5771,99.8933
nvme-ssd,SCSI,raw,randrw,64k,1,16,1,132.9277,2126,15.0056,99.9252
nvme-ssd,SCSI,xfs,randrw,64k,1,16,1,141.0195,2255,14.1519,99.9349
nvme-ssd,IDE,raw,randrw,64k,8,16,1,110.9199,1774,144.1770,99.9316
nvme-ssd,IDE,xfs,randrw,64k,8,16,1,99.4209,1590,160.8156,99.8783
nvme-ssd,SCSI,raw,randrw,64k,8,16,1,127.8818,2045,124.7496,99.9817
nvme-ssd,SCSI,xfs,randrw,64k,8,16,1,140.0898,2240,113.9232,99.9551
nvme-ssd,IDE,raw,randrw,64k,64,16,1,111.2783,1780,1145.3371,99.8833
nvme-ssd,IDE,xfs,randrw,64k,64,16,1,101.9971,1631,1249.0978,99.8849
nvme-ssd,SCSI,raw,randrw,64k,64,16,1,132.8711,2125,957.2041,99.9867
nvme-ssd,SCSI,xfs,randrw,64k,64,16,1,139.3848,2229,913.6221,99.9468
nvme-ssd,IDE,raw,randrw,256k,1,16,1,223.4111,893,35.8017,99.9049
nvme-ssd,IDE,xfs,randrw,256k,1,16,1,193.7773,774,41.2509,99.8699
nvme-ssd,SCSI,raw,randrw,256k,1,16,1,273.4434,1093,29.2085,99.9435
nvme-ssd,SCSI,xfs,randrw,256k,1,16,1,263.9238,1055,30.2518,99.9349
nvme-ssd,IDE,raw,randrw,256k,8,16,1,214.8574,859,297.6409,99.9016
nvme-ssd,IDE,xfs,randrw,256k,8,16,1,185.9502,743,343.8333,99.9099
nvme-ssd,SCSI,raw,randrw,256k,8,16,1,260.5654,1041,244.9095,99.9701
nvme-ssd,SCSI,xfs,randrw,256k,8,16,1,261.9307,1046,243.3823,99.9319
nvme-ssd,IDE,raw,randrw,256k,64,16,1,217.7432,870,2329.3300,99.8833
nvme-ssd,IDE,xfs,randrw,256k,64,16,1,199.2705,796,2542.7685,99.8505
nvme-ssd,SCSI,raw,randrw,256k,64,16,1,257.3877,1029,1966.9285,99.9950
nvme-ssd,SCSI,xfs,randrw,256k,64,16,1,252.4355,1009,2005.9173,99.9338
nvme-ssd,IDE,raw,read,4k,1,16,2,37.6445,9637,1.6583,99.8783
nvme-ssd,IDE,xfs,read,4k,1,16,2,37.0020,9472,1.6868,99.8733
nvme-ssd,SCSI,raw,read,4k,1,16,2,286.8447,73432,0.2162,99.9466
nvme-ssd,SCSI,xfs,read,4k,1,16,2,281.0752,71955,0.2207,99.9333
nvme-ssd,IDE,raw,read,4k,8,16,2,108.1709,27691,4.6181,99.8833
nvme-ssd,IDE,xfs,read,4k,8,16,2,100.7031,25780,4.9607,99.8883
nvme-ssd,SCSI,raw,read,4k,8,16,2,323.1973,82738,1.5456,100.0000
nvme-ssd,SCSI,xfs,read,4k,8,16,2,316.1904,80944,1.5790,100.0000
nvme-ssd,IDE,raw,read,4k,64,16,2,291.5586,74639,13.7097,99.8816
nvme-ssd,IDE,xfs,read,4k,64,16,2,249.0381,63753,16.0487,99.8583
nvme-ssd,SCSI,raw,read,4k,64,16,2,323.0098,82690,12.3799,100.0000
nvme-ssd,SCSI,xfs,read,4k,64,16,2,312.5811,80020,12.7808,100.0000
