Backend,Driver,Format,RW,BS,IODepth,Numjobs,Round,BW(MiB/s),IOPS,LAT(ms),Util(%)
nvme-ssd,IDE,raw,read,16k,1,16,2,104.1729,6667,2.3970,99.8799
nvme-ssd,IDE,xfs,read,16k,1,16,2,100.5430,6434,2.4843,99.8766
nvme-ssd,SCSI,raw,read,16k,1,16,2,769.7930,49266,0.3231,99.9183
nvme-ssd,SCSI,xfs,read,16k,1,16,2,794.1074,50822,0.3131,99.9016
nvme-ssd,IDE,raw,read,16k,8,16,2,281.5107,18016,7.0987,99.9116
nvme-ssd,IDE,xfs,read,16k,8,16,2,252.8418,16181,7.9029,99.8999
nvme-ssd,SCSI,raw,read,16k,8,16,2,823.9980,52735,2.4255,100.0000
nvme-ssd,SCSI,xfs,read,16k,8,16,2,857.1182,54855,2.3300,100.0000
nvme-ssd,IDE,raw,read,16k,64,16,2,528.5498,33827,30.2378,99.9116
nvme-ssd,IDE,xfs,read,16k,64,16,2,307.0723,19652,52.0496,99.8583
nvme-ssd,SCSI,raw,read,16k,64,16,2,820.8701,52535,19.4852,100.0000
nvme-ssd,SCSI,xfs,read,16k,64,16,2,857.4951,54879,18.6379,100.0000
nvme-ssd,IDE,raw,read,64k,1,16,2,326.0479,5216,3.0651,99.8666
nvme-ssd,IDE,xfs,read,64k,1,16,2,261.4512,4183,3.8227,99.8783
nvme-ssd,SCSI,raw,read,64k,1,16,2,1104.5869,17673,0.9033,99.9133
nvme-ssd,SCSI,xfs,read,64k,1,16,2,1062.5010,17000,0.9394,99.8783
nvme-ssd,IDE,raw,read,64k,8,16,2,549.3662,8789,14.5502,99.9132
nvme-ssd,IDE,xfs,read,64k,8,16,2,319.0596,5104,25.0516,99.8783
nvme-ssd,SCSI,raw,read,64k,8,16,2,1058.1553,16930,7.5371,100.0000
nvme-ssd,SCSI,xfs,read,64k,8,16,2,1050.7617,16812,7.5904,99.9850
nvme-ssd,IDE,raw,read,64k,64,16,2,278.0693,4449,229.8802,99.8699
nvme-ssd,IDE,xfs,read,64k,64,16,2,294.0137,4704,217.2658,99.8866
nvme-ssd,SCSI,raw,read,64k,64,16,2,992.3496,15877,64.3734,100.0000
nvme-ssd,SCSI,xfs,read,64k,64,16,2,1174.5498,18792,54.2799,100.0000
nvme-ssd,IDE,raw,read,256k,1,16,2,553.8271,2215,7.2141,99.8999
nvme-ssd,IDE,xfs,read,256k,1,16,2,305.2988,1221,13.0897,99.8766
nvme-ssd,SCSI,raw,read,256k,1,16,2,844.5479,3378,4.7342,99.8833
nvme-ssd,SCSI,xfs,read,256k,1,16,2,478.8018,1915,8.3514,99.8733
nvme-ssd,IDE,raw,read,256k,8,16,2,318.4258,1273,100.4215,99.8666
nvme-ssd,IDE,xfs,read,256k,8,16,2,297.7529,1191,107.3795,99.8666
nvme-ssd,SCSI,raw,read,256k,8,16,2,862.0488,3448,37.0641,99.9733
nvme-ssd,SCSI,xfs,read,256k,8,16,2,470.7285,1882,67.9500,99.8916
nvme-ssd,IDE,raw,read,256k,64,16,2,291.1328,1164,874.0943,99.8683
nvme-ssd,IDE,xfs,read,256k,64,16,2,302.7021,1210,839.9345,99.8833
nvme-ssd,SCSI,raw,read,256k,64,16,2,871.1768,3484,292.8910,100.0000
nvme-ssd,SCSI,xfs,read,256k,64,16,2,485.6797,1942,523.7178,99.9633
nvme-ssd,IDE,raw,write,4k,1,16,2,40.0596,10255,1.5574,99.9116
nvme-ssd,IDE,xfs,write,4k,1,16,2,25.5000,6528,2.4484,99.8816
nvme-ssd,SCSI,raw,write,4k,1,16,2,73.5342,18824,0.8482,99.8949
nvme-ssd,SCSI,xfs,write,4k,1,16,2,39.9766,10234,1.5615,99.8199
nvme-ssd,IDE,raw,write,4k,8,16,2,122.6152,31389,4.0736,99.9133
nvme-ssd,IDE,xfs,write,4k,8,16,2,73.3623,18780,6.8106,99.9149
nvme-ssd,SCSI,raw,write,4k,8,16,2,92.9834,23803,5.3755,99.9083
nvme-ssd,SCSI,xfs,write,4k,8,16,2,44.7393,11453,11.1728,99.8599
nvme-ssd,IDE,raw,write,4k,64,16,2,314.0693,80401,12.7252,99.9183
nvme-ssd,IDE,xfs,write,4k,64,16,2,198.6064,50843,20.1221,99.8883
nvme-ssd,SCSI,raw,write,4k,64,16,2,102.4043,26215,39.0319,99.9433
nvme-ssd,SCSI,xfs,write,4k,64,16,2,67.8828,17378,58.8518,99.8882
nvme-ssd,IDE,raw,write,16k,1,16,2,141.4160,9050,1.7653,99.9149
nvme-ssd,IDE,xfs,write,16k,1,16,2,67.4473,4316,3.7037,99.8833
nvme-ssd,SCSI,raw,write,16k,1,16,2,213.6426,13673,1.1683,99.9099
nvme-ssd,SCSI,xfs,write,16k,1,16,2,165.3467,10582,1.5100,99.8416
nvme-ssd,IDE,raw,write,16k,8,16,2,318.1230,20359,6.2810,99.9350
nvme-ssd,IDE,xfs,write,16k,8,16,2,185.3623,11863,10.7842,99.9016
nvme-ssd,SCSI,raw,write,16k,8,16,2,215.2432,13775,9.2900,99.9233
nvme-ssd,SCSI,xfs,write,16k,8,16,2,99.7578,6384,20.0443,99.8766
nvme-ssd,IDE,raw,write,16k,64,16,2,605.0010,38720,26.4269,99.9116
nvme-ssd,IDE,xfs,write,16k,64,16,2,173.2812,11090,92.1840,99.8688
nvme-ssd,SCSI,raw,write,16k,64,16,2,219.0098,14016,72.9031,99.9449
nvme-ssd,SCSI,xfs,write,16k,64,16,2,169.0713,10820,94.3913,99.9049
nvme-ssd,IDE,raw,write,64k,1,16,2,339.4316,5430,2.9437,99.9016
nvme-ssd,IDE,xfs,write,64k,1,16,2,162.0029,2592,6.1699,99.8816
nvme-ssd,SCSI,raw,write,64k,1,16,2,354.9463,5679,2.8153,99.9049
nvme-ssd,SCSI,xfs,write,64k,1,16,2,359.4307,5750,2.7801,99.8749
nvme-ssd,IDE,raw,write,64k,8,16,2,580.9521,9295,13.7649,99.9016
nvme-ssd,IDE,xfs,write,64k,8,16,2,285.0186,4560,28.0464,99.8616
nvme-ssd,SCSI,raw,write,64k,8,16,2,322.7070,5163,24.7401,100.0000
nvme-ssd,SCSI,xfs,write,64k,8,16,2,515.9834,8255,15.4789,99.9115
nvme-ssd,IDE,raw,write,64k,64,16,2,527.9316,8446,121.1201,99.9499
nvme-ssd,IDE,xfs,write,64k,64,16,2,89.2754,1428,714.9801,99.8539
nvme-ssd,SCSI,raw,write,64k,64,16,2,364.5576,5832,175.0990,99.9800
nvme-ssd,SCSI,xfs,write,64k,64,16,2,424.1445,6786,150.5881,99.9366
nvme-ssd,IDE,raw,write,256k,1,16,2,436.7578,1747,9.1474,99.9483
nvme-ssd,IDE,xfs,write,256k,1,16,2,245.4199,981,16.2833,99.8932
nvme-ssd,SCSI,raw,write,256k,1,16,2,395.7363,1582,10.1050,99.9066
nvme-ssd,SCSI,xfs,write,256k,1,16,2,210.2861,841,19.0169,99.8633
nvme-ssd,IDE,raw,write,256k,8,16,2,579.3262,2317,55.2057,99.9466
nvme-ssd,IDE,xfs,write,256k,8,16,2,116.5537,466,274.0875,99.8671
nvme-ssd,SCSI,raw,write,256k,8,16,2,361.5908,1446,88.3459,99.9834
nvme-ssd,SCSI,xfs,write,256k,8,16,2,223.9375,895,142.7540,99.8683
nvme-ssd,IDE,raw,write,256k,64,16,2,587.0195,2348,434.4947,99.8849
nvme-ssd,IDE,xfs,write,256k,64,16,2,81.1660,324,3112.1513,99.8455
nvme-ssd,SCSI,raw,write,256k,64,16,2,399.3799,1597,635.5810,99.9917
nvme-ssd,SCSI,xfs,write,256k,64,16,2,622.0811,2488,407.3479,99.9684
nvme-ssd,IDE,raw,randread,4k,1,16,2,14.9570,3829,4.1761,99.8849
nvme-ssd,IDE,xfs,randread,4k,1,16,2,14.5713,3730,4.2865,99.8716
nvme-ssd,SCSI,raw,randread,4k,1,16,2,27.0449,6923,2.3080,99.8783
nvme-ssd,SCSI,xfs,randread,4k,1,16,2,27.5889,7062,2.2606,99.9066
nvme-ssd,IDE,raw,randread,4k,8,16,2,14.9023,3815,33.5397,99.8649
nvme-ssd,IDE,xfs,randread,4k,8,16,2,14.5312,3720,34.3942,99.8833
nvme-ssd,SCSI,raw,randread,4k,8,16,2,26.3682,6750,18.9134,100.0000
nvme-ssd,SCSI,xfs,randread,4k,8,16,2,24.9873,6396,19.9443,99.9884
nvme-ssd,IDE,raw,randread,4k,64,16,2,14.8350,3797,269.0397,99.8633
nvme-ssd,IDE,xfs,randread,4k,64,16,2,14.9346,3823,267.2350,99.8916
nvme-ssd,SCSI,raw,randread,4k,64,16,2,22.7012,5811,175.7394,100.0000
nvme-ssd,SCSI,xfs,randread,4k,64,16,2,21.6465,5541,184.0661,99.9734
nvme-ssd,IDE,raw,randread,16k,1,16,2,48.8838,3128,5.1115,99.8733
nvme-ssd,IDE,xfs,randread,16k,1,16,2,48.5049,3104,5.1516,99.8783
nvme-ssd,SCSI,raw,randread,16k,1,16,2,92.4580,5917,2.6978,99.8916
nvme-ssd,SCSI,xfs,randread,16k,1,16,2,93.6904,5996,2.6645,99.8883
nvme-ssd,IDE,raw,randread,16k,8,16,2,48.3887,3096,41.3167,99.8666
nvme-ssd,IDE,xfs,randread,16k,8,16,2,48.1738,3083,41.4975,99.8733
nvme-ssd,SCSI,raw,randread,16k,8,16,2,83.9395,5372,23.7799,99.9917
nvme-ssd,SCSI,xfs,randread,16k,8,16,2,95.4648,6109,20.8858,99.9767
nvme-ssd,IDE,raw,randread,16k,64,16,2,49.6650,3178,321.3686,99.8666
nvme-ssd,IDE,xfs,randread,16k,64,16,2,49.4219,3163,322.9562,99.8766
nvme-ssd,SCSI,raw,randread,16k,64,16,2,80.1699,5130,199.1232,99.9867
nvme-ssd,SCSI,xfs,randread,16k,64,16,2,80.0566,5123,199.1656,99.9651
nvme-ssd,IDE,raw,randread,64k,1,16,2,135.7227,2171,7.3652,99.8766
nvme-ssd,IDE,xfs,randread,64k,1,16,2,141.2764,2260,7.0755,99.8733
nvme-ssd,SCSI,raw,randread,64k,1,16,2,283.8691,4541,3.5166,99.9099
nvme-ssd,SCSI,xfs,randread,64k,1,16,2,287.2637,4596,3.4767,99.9016
nvme-ssd,IDE,raw,randread,64k,8,16,2,140.4961,2247,56.9107,99.8749
nvme-ssd,IDE,xfs,randread,64k,8,16,2,146.6064,2345,54.5400,99.8716
nvme-ssd,SCSI,raw,randread,64k,8,16,2,278.6777,4458,28.6524,100.0000
nvme-ssd,SCSI,xfs,randread,64k,8,16,2,271.4414,4343,29.3556,99.9751
nvme-ssd,IDE,raw,randread,64k,64,16,2,142.7090,2283,446.9514,99.9216
nvme-ssd,IDE,xfs,randread,64k,64,16,2,147.8184,2365,431.3337,99.8799
nvme-ssd,SCSI,raw,randread,64k,64,16,2,253.8682,4061,251.4327,99.9967
nvme-ssd,SCSI,xfs,randread,64k,64,16,2,250.0918,4001,254.9354,99.9751
nvme-ssd,IDE,raw,randread,256k,1,16,2,257.2598,1029,15.5428,99.8833
nvme-ssd,IDE,xfs,randread,256k,1,16,2,263.4883,1053,15.1769,99.8933
nvme-ssd,SCSI,raw,randread,256k,1,16,2,591.6748,2366,6.7535,99.9149
nvme-ssd,SCSI,xfs,randread,256k,1,16,2,425.6387,1702,9.3876,99.9066
nvme-ssd,IDE,raw,randread,256k,8,16,2,253.8691,1015,125.9660,99.8716
nvme-ssd,IDE,xfs,randread,256k,8,16,2,261.2285,1044,122.4152,99.8749
nvme-ssd,SCSI,raw,randread,256k,8,16,2,583.7842,2335,54.6727,99.9834
nvme-ssd,SCSI,xfs,randread,256k,8,16,2,436.6289,1746,72.9934,99.9418
nvme-ssd,IDE,raw,randread,256k,64,16,2,253.5283,1014,1001.7775,99.8649
nvme-ssd,IDE,xfs,randread,256k,64,16,2,265.2393,1060,957.2518,99.8633
nvme-ssd,SCSI,raw,randread,256k,64,16,2,589.0732,2356,431.7973,99.9636
nvme-ssd,SCSI,xfs,randread,256k,64,16,2,435.2725,1741,583.6590,99.9668
nvme-ssd,IDE,raw,randwrite,4k,1,16,2,17.0176,4356,3.6699,99.9149
nvme-ssd,IDE,xfs,randwrite,4k,1,16,2,13.6514,3494,4.5757,99.9450
nvme-ssd,SCSI,raw,randwrite,4k,1,16,2,17.1182,4382,3.6434,99.8983
nvme-ssd,SCSI,xfs,randwrite,4k,1,16,2,16.4639,4214,3.7901,99.9083
nvme-ssd,IDE,raw,randwrite,4k,8,16,2,17.0752,4371,29.2686,99.9083
nvme-ssd,IDE,xfs,randwrite,4k,8,16,2,13.6689,3499,36.5622,99.9049
nvme-ssd,SCSI,raw,randwrite,4k,8,16,2,16.1816,4142,30.8212,100.0000
nvme-ssd,SCSI,xfs,randwrite,4k,8,16,2,16.2930,4171,30.6080,99.9784
nvme-ssd,IDE,raw,randwrite,4k,64,16,2,17.2461,4415,231.5279,99.9083
nvme-ssd,IDE,xfs,randwrite,4k,64,16,2,13.8389,3542,288.4384,99.8849
nvme-ssd,SCSI,raw,randwrite,4k,64,16,2,14.1699,3627,281.1099,100.0000
nvme-ssd,SCSI,xfs,randwrite,4k,64,16,2,15.2207,3896,261.4454,99.9734
nvme-ssd,IDE,raw,randwrite,16k,1,16,2,45.5820,2917,5.4820,99.9149
nvme-ssd,IDE,xfs,randwrite,16k,1,16,2,38.5957,2470,6.4745,99.9116
nvme-ssd,SCSI,raw,randwrite,16k,1,16,2,43.9785,2814,5.6716,99.9203
nvme-ssd,SCSI,xfs,randwrite,16k,1,16,2,44.5225,2849,5.6016,99.9070
nvme-ssd,IDE,raw,randwrite,16k,8,16,2,45.7412,2927,43.7036,99.9099
nvme-ssd,IDE,xfs,randwrite,16k,8,16,2,39.1133,2503,51.1084,99.8816
nvme-ssd,SCSI,raw,randwrite,16k,8,16,2,42.1426,2697,47.3603,100.0000
nvme-ssd,SCSI,xfs,randwrite,16k,8,16,2,43.3584,2774,46.0316,99.9751
nvme-ssd,IDE,raw,randwrite,16k,64,16,2,45.6914,2924,349.1622,99.9166
nvme-ssd,IDE,xfs,randwrite,16k,64,16,2,39.1484,2505,407.3882,99.9133
nvme-ssd,SCSI,raw,randwrite,16k,64,16,2,40.2461,2575,395.8176,100.0000
nvme-ssd,SCSI,xfs,randwrite,16k,64,16,2,42.9209,2746,371.1177,99.9751
nvme-ssd,IDE,raw,randwrite,64k,1,16,2,105.8965,1694,9.4396,99.9283
nvme-ssd,IDE,xfs,randwrite,64k,1,16,2,95.6230,1529,10.4533,99.8633
nvme-ssd,SCSI,raw,randwrite,64k,1,16,2,98.9473,1583,10.0868,99.9203
nvme-ssd,SCSI,xfs,randwrite,64k,1,16,2,106.3408,1701,9.3850,99.9003
nvme-ssd,IDE,raw,randwrite,64k,8,16,2,106.4561,1703,75.1006,99.9716
nvme-ssd,IDE,xfs,randwrite,64k,8,16,2,95.3877,1526,83.8063,99.9049
nvme-ssd,SCSI,raw,randwrite,64k,8,16,2,97.1484,1554,82.1656,99.9452
nvme-ssd,SCSI,xfs,randwrite,64k,8,16,2,104.2520,1668,76.5349,99.9385
nvme-ssd,IDE,raw,randwrite,64k,64,16,2,105.5098,1688,603.9585,99.9166
nvme-ssd,IDE,xfs,randwrite,64k,64,16,2,90.4873,1447,702.9006,99.8766
nvme-ssd,SCSI,raw,randwrite,64k,64,16,2,97.8789,1566,649.3059,99.9719
nvme-ssd,SCSI,xfs,randwrite,64k,64,16,2,102.5127,1640,619.5544,99.9338
nvme-ssd,IDE,raw,randwrite,256k,1,16,2,225.5889,902,17.7265,99.9033
nvme-ssd,IDE,xfs,randwrite,256k,1,16,2,179.9746,719,22.2201,99.8816
nvme-ssd,SCSI,raw,randwrite,256k,1,16,2,202.3242,809,19.7265,99.9385
nvme-ssd,SCSI,xfs,randwrite,256k,1,16,2,214.6338,858,18.6026,99.9551
nvme-ssd,IDE,raw,randwrite,256k,8,16,2,217.4062,869,147.0863,100.0000
nvme-ssd,IDE,xfs,randwrite,256k,8,16,2,177.1055,708,180.4605,99.9633
nvme-ssd,SCSI,raw,randwrite,256k,8,16,2,189.1113,756,168.5807,99.9636
nvme-ssd,SCSI,xfs,randwrite,256k,8,16,2,197.3965,789,161.5542,99.9634
nvme-ssd,IDE,raw,randwrite,256k,64,16,2,220.7793,883,1148.5244,99.9266
nvme-ssd,IDE,xfs,randwrite,256k,64,16,2,184.6621,738,1369.2220,99.8489
nvme-ssd,SCSI,raw,randwrite,256k,64,16,2,188.5527,754,1338.5237,100.0000
nvme-ssd,SCSI,xfs,randwrite,256k,64,16,2,207.4053,829,1218.9938,99.9801
nvme-ssd,IDE,xfs,rw,4k,1,16,2,23.3848,5985,5.3408,99.8799
nvme-ssd,SCSI,raw,rw,4k,1,16,2,132.3330,33876,0.9412,99.9066
nvme-ssd,SCSI,xfs,rw,4k,1,16,2,89.8926,23012,1.3866,99.8766
nvme-ssd,IDE,raw,rw,4k,8,16,2,63.7461,16318,15.6825,99.9133
nvme-ssd,IDE,xfs,rw,4k,8,16,2,57.8320,14804,17.2818,99.8766
nvme-ssd,SCSI,raw,rw,4k,8,16,2,123.8721,31710,8.0700,99.9416
nvme-ssd,SCSI,xfs,rw,4k,8,16,2,73.4697,18808,13.6058,99.8683
nvme-ssd,IDE,raw,rw,4k,64,16,2,142.3555,36442,56.1830,99.9316
nvme-ssd,IDE,xfs,rw,4k,64,16,2,118.9414,30448,67.2206,99.8899
nvme-ssd,SCSI,raw,rw,4k,64,16,2,144.5312,36999,55.3205,99.9750
nvme-ssd,SCSI,xfs,rw,4k,64,16,2,91.5283,23431,87.3370,99.9099
nvme-ssd,IDE,raw,rw,16k,1,16,2,81.9766,5246,6.0960,99.9083
nvme-ssd,IDE,xfs,rw,16k,1,16,2,71.6387,4584,6.9751,99.8683
nvme-ssd,SCSI,raw,rw,16k,1,16,2,265.4434,16987,1.8802,99.8916
nvme-ssd,SCSI,xfs,rw,16k,1,16,2,255.2363,16335,1.9554,99.8983
nvme-ssd,IDE,raw,rw,16k,8,16,2,162.3115,10387,24.6334,99.9400
nvme-ssd,IDE,xfs,rw,16k,8,16,2,145.7607,9327,27.4316,99.8849
nvme-ssd,SCSI,raw,rw,16k,8,16,2,373.7373,23918,10.6991,99.9449
nvme-ssd,SCSI,xfs,rw,16k,8,16,2,309.7852,19826,12.9076,99.8966
nvme-ssd,IDE,raw,rw,16k,64,16,2,212.5479,13602,150.4814,99.9099
nvme-ssd,IDE,xfs,rw,16k,64,16,2,181.4951,11614,176.1194,99.8883
nvme-ssd,SCSI,raw,rw,16k,64,16,2,344.9990,22079,92.6185,99.9483
nvme-ssd,SCSI,xfs,rw,16k,64,16,2,263.5176,16865,121.2947,99.9099
nvme-ssd,IDE,raw,rw,64k,1,16,2,175.3945,2805,11.3985,99.8983
nvme-ssd,IDE,xfs,rw,64k,1,16,2,162.0977,2593,12.3331,99.8749
nvme-ssd,SCSI,raw,rw,64k,1,16,2,487.4590,7798,4.1002,99.8966
nvme-ssd,SCSI,xfs,rw,64k,1,16,2,555.1787,8881,3.6001,99.8833
nvme-ssd,IDE,raw,rw,64k,8,16,2,281.9775,4510,56.7254,99.9183
nvme-ssd,IDE,xfs,rw,64k,8,16,2,220.1758,3522,72.6504,99.8766
nvme-ssd,SCSI,raw,rw,64k,8,16,2,475.0557,7600,33.5514,100.0000
nvme-ssd,SCSI,xfs,rw,64k,8,16,2,516.1094,8257,30.9305,99.9618
nvme-ssd,IDE,raw,rw,64k,64,16,2,258.7783,4140,493.1993,99.9116
nvme-ssd,IDE,xfs,rw,64k,64,16,2,205.4727,3287,620.8604,99.8816
nvme-ssd,SCSI,raw,rw,64k,64,16,2,557.1572,8914,229.0712,99.9783
nvme-ssd,SCSI,xfs,rw,64k,64,16,2,583.2520,9331,218.9975,99.9466
nvme-ssd,IDE,raw,rw,256k,1,16,2,298.8047,1194,26.7617,99.8999
nvme-ssd,IDE,xfs,rw,256k,1,16,2,228.6904,913,34.9732,99.8733
nvme-ssd,SCSI,raw,rw,256k,1,16,2,450.7832,1802,17.7440,99.8916
nvme-ssd,SCSI,xfs,rw,256k,1,16,2,353.0146,1411,22.6579,99.8616
nvme-ssd,IDE,raw,rw,256k,8,16,2,314.5049,1257,203.3208,99.9166
nvme-ssd,IDE,xfs,rw,256k,8,16,2,237.9199,951,268.7068,99.8916
nvme-ssd,SCSI,raw,rw,256k,8,16,2,438.5117,1753,145.8584,99.9583
nvme-ssd,SCSI,xfs,rw,256k,8,16,2,314.7129,1258,203.2119,99.8666
nvme-ssd,IDE,raw,rw,256k,64,16,2,319.9111,1279,1579.9041,99.8766
nvme-ssd,IDE,xfs,rw,256k,64,16,2,255.7988,1022,1974.4993,99.8416
nvme-ssd,SCSI,raw,rw,256k,64,16,2,433.6924,1734,1171.4128,99.9316
nvme-ssd,SCSI,xfs,rw,256k,64,16,2,347.4209,1388,1463.4071,99.8666
nvme-ssd,IDE,raw,randrw,4k,1,16,2,16.0537,4109,7.7795,99.9066
nvme-ssd,IDE,xfs,randrw,4k,1,16,2,14.1855,3631,8.8013,99.9183
nvme-ssd,SCSI,raw,randrw,4k,1,16,2,21.0078,5377,5.9383,99.9183
nvme-ssd,SCSI,xfs,randrw,4k,1,16,2,20.6309,5280,6.0476,99.9066
nvme-ssd,IDE,raw,randrw,4k,8,16,2,16.3369,4182,61.1768,99.9099
nvme-ssd,IDE,xfs,randrw,4k,8,16,2,14.2178,3639,70.3036,99.8799
nvme-ssd,SCSI,raw,randrw,4k,8,16,2,20.1641,5161,49.5196,100.0000
nvme-ssd,SCSI,xfs,randrw,4k,8,16,2,20.1387,5155,49.4721,99.9568
nvme-ssd,IDE,raw,randrw,4k,64,16,2,16.3955,4196,487.0101,99.9600
nvme-ssd,IDE,xfs,randrw,4k,64,16,2,14.3203,3665,557.2350,99.9249
nvme-ssd,SCSI,raw,randrw,4k,64,16,2,17.9336,4590,444.1640,100.0000
nvme-ssd,SCSI,xfs,randrw,4k,64,16,2,19.6182,5022,406.4174,99.9784
nvme-ssd,IDE,raw,randrw,16k,1,16,2,46.6943,2988,10.7028,99.8933
nvme-ssd,IDE,xfs,randrw,16k,1,16,2,41.7578,2671,11.9684,99.8933
nvme-ssd,SCSI,raw,randrw,16k,1,16,2,57.1914,3659,8.7288,99.9416
nvme-ssd,SCSI,xfs,randrw,16k,1,16,2,57.3838,3672,8.7019,99.9233
nvme-ssd,IDE,raw,randrw,16k,8,16,2,45.4727,2910,87.9221,99.8966
nvme-ssd,IDE,xfs,randrw,16k,8,16,2,40.3164,2579,99.1616,99.8949
nvme-ssd,SCSI,raw,randrw,16k,8,16,2,53.9424,3451,74.0040,100.0000
nvme-ssd,SCSI,xfs,randrw,16k,8,16,2,56.0059,3584,71.1504,99.9684
nvme-ssd,IDE,raw,randrw,16k,64,16,2,47.1816,3019,676.5327,99.9416
nvme-ssd,IDE,xfs,randrw,16k,64,16,2,42.0859,2693,757.9574,99.8649
nvme-ssd,SCSI,raw,randrw,16k,64,16,2,50.5166,3232,630.8301,100.0000
nvme-ssd,SCSI,xfs,randrw,16k,64,16,2,52.0820,3332,611.7934,99.9834
nvme-ssd,IDE,raw,randrw,64k,1,16,2,110.3887,1765,18.1040,99.9149
nvme-ssd,IDE,xfs,randrw,64k,1,16,2,102.4785,1639,19.5339,99.8866
nvme-ssd,SCSI,raw,randrw,64k,1,16,2,135.4541,2166,14.7361,99.9402
nvme-ssd,SCSI,xfs,randrw,64k,1,16,2,141.1602,2257,14.1301,99.9335
nvme-ssd,IDE,raw,randrw,64k,8,16,2,110.3076,1764,144.9667,99.8866
nvme-ssd,IDE,xfs,randrw,64k,8,16,2,102.5400,1639,155.9315,99.8799
nvme-ssd,SCSI,raw,randrw,64k,8,16,2,129.7324,2075,123.0086,99.9917
nvme-ssd,SCSI,xfs,randrw,64k,8,16,2,139.4873,2231,114.2470,99.9652
nvme-ssd,IDE,raw,randrw,64k,64,16,2,110.2119,1762,1156.4634,99.9316
nvme-ssd,IDE,xfs,randrw,64k,64,16,2,102.3086,1636,1245.0618,99.8816
nvme-ssd,SCSI,raw,randrw,64k,64,16,2,128.1973,2051,991.7278,99.9851
nvme-ssd,SCSI,xfs,randrw,64k,64,16,2,134.1123,2145,948.9943,99.9319
nvme-ssd,IDE,raw,randrw,256k,1,16,2,213.5312,853,37.4669,99.9383
nvme-ssd,IDE,xfs,randrw,256k,1,16,2,182.7529,730,43.7538,99.8699
nvme-ssd,SCSI,raw,randrw,256k,1,16,2,277.1816,1108,28.8027,99.9501
nvme-ssd,SCSI,xfs,randrw,256k,1,16,2,270.5449,1081,29.5133,99.9333
nvme-ssd,IDE,raw,randrw,256k,8,16,2,218.6641,874,292.5075,99.9616
nvme-ssd,IDE,xfs,randrw,256k,8,16,2,191.1074,763,334.5020,99.9132
nvme-ssd,SCSI,raw,randrw,256k,8,16,2,262.4180,1048,242.8859,99.9967
nvme-ssd,SCSI,xfs,randrw,256k,8,16,2,262.3086,1048,242.9837,99.9501
nvme-ssd,IDE,raw,randrw,256k,64,16,2,217.0820,867,2336.0506,99.8883
nvme-ssd,IDE,xfs,randrw,256k,64,16,2,199.9600,799,2534.2192,99.8499
nvme-ssd,SCSI,raw,randrw,256k,64,16,2,256.2715,1024,1975.4742,99.9785
nvme-ssd,SCSI,xfs,randrw,256k,64,16,2,267.1631,1068,1897.6725,99.9618
nvme-ssd,IDE,raw,read,4k,1,16,3,35.0713,8978,1.7797,99.8766
nvme-ssd,IDE,xfs,read,4k,1,16,3,35.9131,9193,1.7383,99.8699
nvme-ssd,SCSI,raw,read,4k,1,16,3,289.5264,74118,0.2142,99.9450
nvme-ssd,SCSI,xfs,read,4k,1,16,3,277.8174,71121,0.2233,99.9083
nvme-ssd,IDE,raw,read,4k,8,16,3,108.4727,27769,4.6055,99.9333
nvme-ssd,IDE,xfs,read,4k,8,16,3,104.4551,26740,4.7821,99.8699
nvme-ssd,SCSI,raw,read,4k,8,16,3,324.7900,83146,1.5381,100.0000
nvme-ssd,SCSI,xfs,read,4k,8,16,3,315.5654,80784,1.5818,100.0000
nvme-ssd,IDE,raw,read,4k,64,16,3,322.9473,82674,12.3740,99.8916
nvme-ssd,IDE,xfs,read,4k,64,16,3,235.1650,60202,16.9938,99.8749
nvme-ssd,SCSI,raw,read,4k,64,16,3,325.6270,83360,12.2811,100.0000
nvme-ssd,SCSI,xfs,read,4k,64,16,3,312.9248,80108,12.7665,100.0000
nvme-ssd,IDE,raw,read,16k,1,16,3,95.5459,6114,2.6137,99.8633
nvme-ssd,IDE,xfs,read,16k,1,16,3,84.1504,5385,2.9676,99.8833
nvme-ssd,SCSI,raw,read,16k,1,16,3,763.5703,48868,0.3257,99.9116
nvme-ssd,SCSI,xfs,read,16k,1,16,3,789.1611,50506,0.3151,99.9149
nvme-ssd,IDE,raw,read,16k,8,16,3,279.1934,17868,7.1583,99.8933
nvme-ssd,IDE,xfs,read,16k,8,16,3,255.8643,16375,7.8102,99.8949
nvme-ssd,SCSI,raw,read,16k,8,16,3,825.9492,52860,2.4200,100.0000
nvme-ssd,SCSI,xfs,read,16k,8,16,3,866.7295,55470,2.3037,100.0000
nvme-ssd,IDE,raw,read,16k,64,16,3,558.9180,35770,28.5942,99.9153
nvme-ssd,IDE,xfs,read,16k,64,16,3,303.6016,19430,52.6502,99.9066
nvme-ssd,SCSI,raw,read,16k,64,16,3,811.3916,51929,19.7095,100.0000
nvme-ssd,SCSI,xfs,read,16k,64,16,3,866.3564,55446,18.4387,100.0000
nvme-ssd,IDE,raw,read,64k,1,16,3,300.7744,4812,3.3223,99.8683
nvme-ssd,IDE,xfs,read,64k,1,16,3,281.9980,4511,3.5439,99.8749
nvme-ssd,SCSI,raw,read,64k,1,16,3,1050.7324,16811,0.9499,99.8933
